reportNumber,incidentYear,cause,installationYear,material
20110209,2011,MECHANICAL_DAMAGE,,
20110210,2011,MECHANICAL_DAMAGE,,CARBON STEEL
20110212,2011,MECHANICAL_DAMAGE,,
20110216,2011,INTERNAL_CORROSION,,
20110217,2011,MECHANICAL_DAMAGE,1921,CARBON STEEL
20110218,2011,OTHER,,CARBON STEEL
20110219,2011,MATERIAL_FAILURE,1976,CARBON STEEL
20110220,2011,MECHANICAL_DAMAGE,1997,CARBON STEEL
20110223,2011,MECHANICAL_DAMAGE,,
20110225,2011,INTERNAL_CORROSION,,
20110230,2011,MECHANICAL_DAMAGE,,
20110234,2011,INTERNAL_CORROSION,1999,CARBON STEEL
20110236,2011,MECHANICAL_DAMAGE,1967,CARBON STEEL
20110237,2011,OTHER,,
20110238,2011,MECHANICAL_DAMAGE,,
20110241,2011,INTERNAL_CORROSION,,CARBON STEEL
20110242,2011,INTERNAL_CORROSION,1986,CARBON STEEL
20110243,2011,MECHANICAL_DAMAGE,1986,CARBON STEEL
20110244,2011,MECHANICAL_DAMAGE,,MATERIAL OTHER THAN CARBON STEEL
20110245,2011,INTERNAL_CORROSION,,
20110246,2011,MECHANICAL_DAMAGE,,
20110247,2011,INTERNAL_CORROSION,,CARBON STEEL
20110248,2011,MECHANICAL_DAMAGE,,
20110249,2011,EXTERNAL_CORROSION,,CARBON STEEL
20110250,2011,INTERNAL_CORROSION,1945,CARBON STEEL
20110251,2011,MATERIAL_FAILURE,1972,CARBON STEEL
20110253,2011,MECHANICAL_DAMAGE,,MATERIAL OTHER THAN CARBON STEEL
20110255,2011,INTERNAL_CORROSION,,CARBON STEEL
20110257,2011,INTERNAL_CORROSION,,
20110258,2011,MECHANICAL_DAMAGE,,
20110259,2011,MATERIAL_FAILURE,UNKNOWN,CARBON STEEL
20110262,2011,OTHER,1991,CARBON STEEL
20110266,2010,EXTERNAL_CORROSION,1929,CARBON STEEL
20110268,2011,OTHER,2011,CARBON STEEL
20110270,2011,MECHANICAL_DAMAGE,,
20110272,2011,MATERIAL_FAILURE,1950,CARBON STEEL
20110274,2011,INTERNAL_CORROSION,,
20110275,2011,MECHANICAL_DAMAGE,,
20110276,2011,MECHANICAL_DAMAGE,,
20110279,2011,OTHER,,
20110283,2011,MECHANICAL_DAMAGE,,
20110286,2011,MATERIAL_FAILURE,,
20110289,2011,INTERNAL_CORROSION,1953,CARBON STEEL
20110292,2011,MATERIAL_FAILURE,,
20110293,2011,MECHANICAL_DAMAGE,,
20110295,2011,MECHANICAL_DAMAGE,1955,CARBON STEEL
20110296,2011,OTHER,,
20110298,2011,OTHER,,
20110299,2011,MATERIAL_FAILURE,,
20110300,2011,EXTERNAL_CORROSION,1967,CARBON STEEL
20110302,2011,MECHANICAL_DAMAGE,,
20110303,2011,MECHANICAL_DAMAGE,1972,CARBON STEEL
20110304,2011,INTERNAL_CORROSION,1950,CARBON STEEL
20110305,2011,INTERNAL_CORROSION,,
20110309,2011,MECHANICAL_DAMAGE,1989,CARBON STEEL
20110310,2011,MECHANICAL_DAMAGE,,
20110312,2011,MECHANICAL_DAMAGE,,
20110314,2011,MECHANICAL_DAMAGE,,
20110315,2011,MECHANICAL_DAMAGE,2011,MATERIAL OTHER THAN CARBON STEEL
20110317,2011,MECHANICAL_DAMAGE,,CARBON STEEL
20110319,2011,MATERIAL_FAILURE,1958,CARBON STEEL
20110321,2011,EXTERNAL_CORROSION,,
20110322,2011,MECHANICAL_DAMAGE,,
20110323,2011,EXTERNAL_CORROSION,1998,CARBON STEEL
20110324,2011,INTERNAL_CORROSION,1985,CARBON STEEL
20110325,2011,MECHANICAL_DAMAGE,,
20110328,2011,MECHANICAL_DAMAGE,,
20110329,2011,OTHER,1967,CARBON STEEL
20110330,2011,MECHANICAL_DAMAGE,,
20110331,2011,EXTERNAL_CORROSION,1998,CARBON STEEL
20110333,2011,MECHANICAL_DAMAGE,,
20110334,2011,INTERNAL_CORROSION,,
20110335,2011,OTHER,1993,CARBON STEEL
20110337,2011,INTERNAL_CORROSION,2004,CARBON STEEL
20110339,2011,OTHER,1994,CARBON STEEL
20110341,2011,OTHER,1953,CARBON STEEL
20110344,2011,MECHANICAL_DAMAGE,,
20110347,2011,MECHANICAL_DAMAGE,,
20110349,2011,MECHANICAL_DAMAGE,2009,MATERIAL OTHER THAN CARBON STEEL
20110351,2011,MECHANICAL_DAMAGE,,
20110352,2011,INTERNAL_CORROSION,,
20110353,2011,MECHANICAL_DAMAGE,1957,CARBON STEEL
20110355,2011,MECHANICAL_DAMAGE,1998,MATERIAL OTHER THAN CARBON STEEL
20110356,2011,OTHER,,
20110358,2011,INTERNAL_CORROSION,,CARBON STEEL
20110359,2011,MECHANICAL_DAMAGE,,
20110361,2011,INTERNAL_CORROSION,,
20110362,2011,INTERNAL_CORROSION,,
20110363,2011,MECHANICAL_DAMAGE,1957,CARBON STEEL
20110365,2011,OTHER,,
20110366,2011,MECHANICAL_DAMAGE,,
20110368,2011,OTHER,,
20110369,2011,INTERNAL_CORROSION,,
20110370,2011,OTHER,1971,CARBON STEEL
20110371,2011,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20110372,2011,MECHANICAL_DAMAGE,2008,MATERIAL OTHER THAN CARBON STEEL
20110374,2011,MECHANICAL_DAMAGE,1981,CARBON STEEL
20110375,2010,INTERNAL_CORROSION,,
20110376,2010,MECHANICAL_DAMAGE,2008,MATERIAL OTHER THAN CARBON STEEL
20110377,2011,MECHANICAL_DAMAGE,2011,CARBON STEEL
20110378,2011,MECHANICAL_DAMAGE,2002,MATERIAL OTHER THAN CARBON STEEL
20110379,2011,EXTERNAL_CORROSION,,
20110380,2011,MATERIAL_FAILURE,1967,CARBON STEEL
20110381,2011,EXTERNAL_CORROSION,2010,CARBON STEEL
20110382,2011,OTHER,,
20110383,2011,EXTERNAL_CORROSION,1978,CARBON STEEL
20110384,2011,OTHER,1997,CARBON STEEL
20110385,2011,MECHANICAL_DAMAGE,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL
20110386,2011,EXTERNAL_CORROSION,1955,CARBON STEEL
20110387,2011,MECHANICAL_DAMAGE,,
20110388,2011,INTERNAL_CORROSION,1950,CARBON STEEL
20110389,2011,MECHANICAL_DAMAGE,,
20110390,2011,INTERNAL_CORROSION,1974,CARBON STEEL
20110391,2011,MECHANICAL_DAMAGE,1953,CARBON STEEL
20110392,2011,EXTERNAL_CORROSION,,
20110393,2011,MECHANICAL_DAMAGE,2011,MATERIAL OTHER THAN CARBON STEEL
20110394,2011,MECHANICAL_DAMAGE,2010,CARBON STEEL
20110395,2011,MECHANICAL_DAMAGE,2009,CARBON STEEL
20110396,2011,INTERNAL_CORROSION,1973,CARBON STEEL
20110397,2011,MECHANICAL_DAMAGE,2006,MATERIAL OTHER THAN CARBON STEEL
20110398,2011,MECHANICAL_DAMAGE,,
20110399,2011,MECHANICAL_DAMAGE,,
20110401,2011,OTHER,,CARBON STEEL
20110403,2011,OTHER,1968,CARBON STEEL
20110404,2011,OTHER,,CARBON STEEL
20110405,2011,INTERNAL_CORROSION,1963,CARBON STEEL
20110406,2011,INTERNAL_CORROSION,,
20110407,2011,OTHER,,
20110408,2011,INTERNAL_CORROSION,1949,CARBON STEEL
20110409,2011,EXTERNAL_CORROSION,,CARBON STEEL
20110410,2011,MECHANICAL_DAMAGE,1948,CARBON STEEL
20110411,2011,MECHANICAL_DAMAGE,,
20110412,2011,MECHANICAL_DAMAGE,1955,CARBON STEEL
20110413,2011,OTHER,,
20110414,2011,MECHANICAL_DAMAGE,,
20110415,2011,MECHANICAL_DAMAGE,,CARBON STEEL
20110416,2011,OTHER,2011,CARBON STEEL
20110417,2011,INTERNAL_CORROSION,,
20110418,2011,MECHANICAL_DAMAGE,,
20110419,2011,MECHANICAL_DAMAGE,1957,CARBON STEEL
20110420,2011,OTHER,,
20110421,2011,MECHANICAL_DAMAGE,2011,CARBON STEEL
20110422,2011,MECHANICAL_DAMAGE,,
20110423,2011,MECHANICAL_DAMAGE,,CARBON STEEL
20110424,2011,EXTERNAL_CORROSION,,
20110425,2011,OTHER,,MATERIAL OTHER THAN CARBON STEEL
20110426,2011,EXTERNAL_CORROSION,,
20110427,2011,MECHANICAL_DAMAGE,,
20110428,2011,MATERIAL_FAILURE,,
20110429,2011,MECHANICAL_DAMAGE,,
20110431,2011,OTHER,,CARBON STEEL
20110432,2011,OTHER,,
20110433,2011,INTERNAL_CORROSION,2003,CARBON STEEL
20110434,2011,EXTERNAL_CORROSION,,
20110435,2011,OTHER,1979,MATERIAL OTHER THAN CARBON STEEL
20110436,2011,EXTERNAL_CORROSION,1957,CARBON STEEL
20110437,2011,MECHANICAL_DAMAGE,,
20110438,2011,MECHANICAL_DAMAGE,1978,CARBON STEEL
20110439,2011,MATERIAL_FAILURE,1947,CARBON STEEL
20110440,2011,MECHANICAL_DAMAGE,2009,MATERIAL OTHER THAN CARBON STEEL
20110441,2011,MATERIAL_FAILURE,1954,CARBON STEEL
20110442,2011,MECHANICAL_DAMAGE,1975,CARBON STEEL
20110443,2011,INTERNAL_CORROSION,,CARBON STEEL
20110444,2011,MECHANICAL_DAMAGE,,
20110445,2011,OTHER,2007,CARBON STEEL
20110446,2011,MECHANICAL_DAMAGE,,
20110447,2011,MECHANICAL_DAMAGE,1958,CARBON STEEL
20110448,2011,MECHANICAL_DAMAGE,1995,CARBON STEEL
20110449,2011,MECHANICAL_DAMAGE,,MATERIAL OTHER THAN CARBON STEEL
20110450,2011,MECHANICAL_DAMAGE,,
20110451,2011,EXTERNAL_CORROSION,1976,CARBON STEEL
20110452,2011,MATERIAL_FAILURE,1996,CARBON STEEL
20110453,2011,MECHANICAL_DAMAGE,,
20110454,2011,MECHANICAL_DAMAGE,2000,CARBON STEEL
20110455,2011,EXTERNAL_CORROSION,1928,CARBON STEEL
20110456,2011,MECHANICAL_DAMAGE,,
20110457,2011,MECHANICAL_DAMAGE,,CARBON STEEL
20110458,2011,OTHER,,
20110459,2011,MECHANICAL_DAMAGE,,CARBON STEEL
20110460,2011,MECHANICAL_DAMAGE,2008,CARBON STEEL
20110461,2011,INTERNAL_CORROSION,1994,CARBON STEEL
20120001,2011,OTHER,2011,MATERIAL OTHER THAN CARBON STEEL
20120002,2011,MECHANICAL_DAMAGE,,
20120004,2011,MATERIAL_FAILURE,1997,CARBON STEEL
20120005,2011,MATERIAL_FAILURE,1948,CARBON STEEL
20120006,2011,MECHANICAL_DAMAGE,2008,CARBON STEEL
20120007,2011,MECHANICAL_DAMAGE,2008,CARBON STEEL
20120008,2011,MECHANICAL_DAMAGE,1946,CARBON STEEL
20120009,2011,MECHANICAL_DAMAGE,1950,CARBON STEEL
20120010,2011,OTHER,1970,CARBON STEEL
20120011,2011,OTHER,,CARBON STEEL
20120012,2011,INTERNAL_CORROSION,,
20120013,2011,MECHANICAL_DAMAGE,,
20120014,2012,MECHANICAL_DAMAGE,,MATERIAL OTHER THAN CARBON STEEL
20120015,2011,EXTERNAL_CORROSION,,
20120016,2011,MECHANICAL_DAMAGE,2010,MATERIAL OTHER THAN CARBON STEEL
20120018,2011,MATERIAL_FAILURE,1957,CARBON STEEL
20120019,2011,MECHANICAL_DAMAGE,,
20120020,2011,OTHER,,
20120021,2010,OTHER,,
20120022,2011,MECHANICAL_DAMAGE,,
20120023,2011,MATERIAL_FAILURE,1929,MATERIAL OTHER THAN CARBON STEEL
20120024,2011,MATERIAL_FAILURE,,CARBON STEEL
20120025,2011,MECHANICAL_DAMAGE,,
20120026,2011,MECHANICAL_DAMAGE,,
20120027,2012,MECHANICAL_DAMAGE,,
20120028,2012,MECHANICAL_DAMAGE,,
20120029,2012,MECHANICAL_DAMAGE,,
20120030,2012,MECHANICAL_DAMAGE,,
20120031,2012,MECHANICAL_DAMAGE,,
20120032,2012,OTHER,,
20120033,2012,INTERNAL_CORROSION,,CARBON STEEL
20120034,2012,MECHANICAL_DAMAGE,1995,CARBON STEEL
20120035,2012,MECHANICAL_DAMAGE,2010,MATERIAL OTHER THAN CARBON STEEL
20120036,2012,MECHANICAL_DAMAGE,,
20120037,2012,INTERNAL_CORROSION,1947,CARBON STEEL
20120038,2012,MECHANICAL_DAMAGE,,
20120039,2012,MECHANICAL_DAMAGE,,
20120040,2012,INTERNAL_CORROSION,1968,CARBON STEEL
20120041,2012,MECHANICAL_DAMAGE,1952,CARBON STEEL
20120042,2012,MECHANICAL_DAMAGE,2011,CARBON STEEL
20120043,2012,INTERNAL_CORROSION,1980,CARBON STEEL
20120044,2012,OTHER,,
20120045,2012,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20120046,2011,INTERNAL_CORROSION,1963,CARBON STEEL
20120047,2012,INTERNAL_CORROSION,1970,CARBON STEEL
20120048,2012,MECHANICAL_DAMAGE,,
20120049,2012,MECHANICAL_DAMAGE,1931,CARBON STEEL
20120050,2012,OTHER,,
20120051,2012,MATERIAL_FAILURE,,CARBON STEEL
20120052,2012,OTHER,2007,MATERIAL OTHER THAN CARBON STEEL
20120053,2012,OTHER,2008,CARBON STEEL
20120054,2012,EXTERNAL_CORROSION,1972,CARBON STEEL
20120055,2012,MECHANICAL_DAMAGE,1952,MATERIAL OTHER THAN CARBON STEEL
20120056,2012,MECHANICAL_DAMAGE,,
20120057,2011,MECHANICAL_DAMAGE,,
20120058,2012,OTHER,1999,CARBON STEEL
20120060,2012,OTHER,2009,MATERIAL OTHER THAN CARBON STEEL
20120061,2012,OTHER,,CARBON STEEL
20120062,2012,MECHANICAL_DAMAGE,,
20120063,2012,MECHANICAL_DAMAGE,1986,MATERIAL OTHER THAN CARBON STEEL
20120064,2012,EXTERNAL_CORROSION,,
20120065,2012,OTHER,,
20120066,2012,INTERNAL_CORROSION,,CARBON STEEL
20120067,2012,MECHANICAL_DAMAGE,,
20120068,2012,MECHANICAL_DAMAGE,,
20120069,2012,OTHER,,
20120070,2011,OTHER,1929,MATERIAL OTHER THAN CARBON STEEL
20120071,2012,MECHANICAL_DAMAGE,1954,MATERIAL OTHER THAN CARBON STEEL
20120072,2012,INTERNAL_CORROSION,2010,CARBON STEEL
20120073,2012,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20120074,2012,OTHER,1952,MATERIAL OTHER THAN CARBON STEEL
20120075,2012,MECHANICAL_DAMAGE,,
20120076,2012,INTERNAL_CORROSION,,
20120077,2012,OTHER,,
20120078,2012,MECHANICAL_DAMAGE,,
20120079,2012,MATERIAL_FAILURE,1953,CARBON STEEL
20120080,2012,OTHER,2012,CARBON STEEL
20120081,2012,OTHER,1968,CARBON STEEL
20120082,2012,MECHANICAL_DAMAGE,2002,MATERIAL OTHER THAN CARBON STEEL
20120083,2012,INTERNAL_CORROSION,1970,CARBON STEEL
20120084,2012,EXTERNAL_CORROSION,1955,CARBON STEEL
20120085,2012,MATERIAL_FAILURE,1965,CARBON STEEL
20120086,2012,EXTERNAL_CORROSION,UNKNOWN,CARBON STEEL
20120087,2012,MECHANICAL_DAMAGE,2010,MATERIAL OTHER THAN CARBON STEEL
20120088,2012,MECHANICAL_DAMAGE,,CARBON STEEL
20120089,2012,OTHER,,
20120090,2012,MECHANICAL_DAMAGE,,
20120091,2012,MECHANICAL_DAMAGE,2009,MATERIAL OTHER THAN CARBON STEEL
20120092,2012,MECHANICAL_DAMAGE,,
20120093,2012,INTERNAL_CORROSION,,
20120094,2012,EXTERNAL_CORROSION,,
20120095,2012,OTHER,,
20120096,2012,INTERNAL_CORROSION,,
20120097,2012,INTERNAL_CORROSION,,
20120098,2012,OTHER,2003,CARBON STEEL
20120099,2012,OTHER,,CARBON STEEL
20120100,2012,INTERNAL_CORROSION,,
20120101,2012,OTHER,,
20120102,2012,OTHER,,
20120103,2012,MATERIAL_FAILURE,,
20120104,2012,MECHANICAL_DAMAGE,,
20120105,2012,MECHANICAL_DAMAGE,,
20120106,2012,OTHER,,
20120107,2012,MECHANICAL_DAMAGE,,
20120108,2012,MATERIAL_FAILURE,1957,CARBON STEEL
20120109,2012,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20120111,2012,MECHANICAL_DAMAGE,1953,CARBON STEEL
20120112,2012,EXTERNAL_CORROSION,1982,CARBON STEEL
20120113,2012,OTHER,,
20120114,2012,MECHANICAL_DAMAGE,1975,MATERIAL OTHER THAN CARBON STEEL
20120115,2012,MECHANICAL_DAMAGE,,
20120116,2012,MATERIAL_FAILURE,1982,CARBON STEEL
20120117,2012,OTHER,1997,CARBON STEEL
20120118,2012,MECHANICAL_DAMAGE,1971,CARBON STEEL
20120119,2012,OTHER,,
20120120,2012,INTERNAL_CORROSION,,CARBON STEEL
20120121,2012,MECHANICAL_DAMAGE,1978,MATERIAL OTHER THAN CARBON STEEL
20120122,2012,MECHANICAL_DAMAGE,,
20120123,2012,MATERIAL_FAILURE,1983,CARBON STEEL
20120124,2012,MECHANICAL_DAMAGE,1954,CARBON STEEL
20120125,2012,OTHER,2012,CARBON STEEL
20120126,2012,MECHANICAL_DAMAGE,,
20120127,2012,MECHANICAL_DAMAGE,,
20120128,2012,MECHANICAL_DAMAGE,,
20120129,2012,OTHER,2004,CARBON STEEL
20120130,2012,INTERNAL_CORROSION,,
20120131,2012,MECHANICAL_DAMAGE,,
20120132,2012,MECHANICAL_DAMAGE,2009,MATERIAL OTHER THAN CARBON STEEL
20120133,2012,OTHER,,
20120134,2012,OTHER,,
20120135,2012,OTHER,,CARBON STEEL
20120136,2012,MECHANICAL_DAMAGE,UNKNOWN,CARBON STEEL
20120139,2012,OTHER,,
20120141,2012,INTERNAL_CORROSION,,CARBON STEEL
20120142,2011,EXTERNAL_CORROSION,1972,CARBON STEEL
20120143,2012,OTHER,2010,CARBON STEEL
20120144,2012,OTHER,,
20120145,2012,INTERNAL_CORROSION,2003,CARBON STEEL
20120146,2012,OTHER,,
20120148,2012,INTERNAL_CORROSION,,CARBON STEEL
20120149,2012,MECHANICAL_DAMAGE,,
20120150,2012,MECHANICAL_DAMAGE,,
20120151,2012,MECHANICAL_DAMAGE,,
20120152,2012,INTERNAL_CORROSION,1978,CARBON STEEL
20120153,2012,INTERNAL_CORROSION,,
20120154,2012,MECHANICAL_DAMAGE,,
20120155,2012,INTERNAL_CORROSION,,
20120156,2012,OTHER,,MATERIAL OTHER THAN CARBON STEEL
20120157,2012,INTERNAL_CORROSION,,
20120158,2012,MECHANICAL_DAMAGE,,
20120159,2012,MECHANICAL_DAMAGE,2010,CARBON STEEL
20120160,2012,OTHER,,
20120161,2012,MECHANICAL_DAMAGE,,
20120162,2012,EXTERNAL_CORROSION,1941,CARBON STEEL
20120163,2012,MECHANICAL_DAMAGE,,
20120164,2012,MECHANICAL_DAMAGE,,
20120165,2012,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20120166,2012,MATERIAL_FAILURE,1956,CARBON STEEL
20120167,2012,EXTERNAL_CORROSION,1999,CARBON STEEL
20120168,2012,OTHER,,CARBON STEEL
20120169,2012,MECHANICAL_DAMAGE,,
20120170,2012,MECHANICAL_DAMAGE,,
20120171,2012,MECHANICAL_DAMAGE,,
20120172,2012,EXTERNAL_CORROSION,1927,CARBON STEEL
20120173,2012,MECHANICAL_DAMAGE,,
20120174,2012,MECHANICAL_DAMAGE,,
20120175,2012,OTHER,1993,MATERIAL OTHER THAN CARBON STEEL
20120176,2012,INTERNAL_CORROSION,1939,CARBON STEEL
20120177,2012,MECHANICAL_DAMAGE,,
20120178,2012,OTHER,2011,MATERIAL OTHER THAN CARBON STEEL
20120179,2012,OTHER,,
20120180,2012,MECHANICAL_DAMAGE,,
20120181,2012,MATERIAL_FAILURE,2011,CARBON STEEL
20120183,2012,EXTERNAL_CORROSION,1930,CARBON STEEL
20120184,2012,INTERNAL_CORROSION,,CARBON STEEL
20120185,2012,MECHANICAL_DAMAGE,2011,CARBON STEEL
20120186,2012,OTHER,,CARBON STEEL
20120187,2012,OTHER,1971,CARBON STEEL
20120188,2012,EXTERNAL_CORROSION,,CARBON STEEL
20120189,2012,MATERIAL_FAILURE,1978,CARBON STEEL
20120190,2012,MECHANICAL_DAMAGE,,CARBON STEEL
20120191,2012,OTHER,2002,CARBON STEEL
20120192,2012,MECHANICAL_DAMAGE,,
20120193,2012,INTERNAL_CORROSION,1995,CARBON STEEL
20120194,2012,INTERNAL_CORROSION,,
20120195,2012,MECHANICAL_DAMAGE,,
20120196,2012,MECHANICAL_DAMAGE,2008,CARBON STEEL
20120197,2012,OTHER,1971,CARBON STEEL
20120198,2012,OTHER,2012,CARBON STEEL
20120199,2012,INTERNAL_CORROSION,,CARBON STEEL
20120200,2012,MATERIAL_FAILURE,1946,CARBON STEEL
20120201,2012,MECHANICAL_DAMAGE,,CARBON STEEL
20120202,2012,INTERNAL_CORROSION,1954,CARBON STEEL
20120203,2012,MECHANICAL_DAMAGE,,
20120204,2012,OTHER,1949,CARBON STEEL
20120205,2012,MATERIAL_FAILURE,,
20120206,2012,MECHANICAL_DAMAGE,,
20120207,2012,INTERNAL_CORROSION,,
20120208,2012,MECHANICAL_DAMAGE,,
20120209,2012,INTERNAL_CORROSION,,CARBON STEEL
20120210,2012,INTERNAL_CORROSION,1954,CARBON STEEL
20120211,2012,MECHANICAL_DAMAGE,,
20120212,2012,MECHANICAL_DAMAGE,1941,CARBON STEEL
20120213,2012,MECHANICAL_DAMAGE,,
20120214,2012,EXTERNAL_CORROSION,,
20120215,2012,OTHER,1974,CARBON STEEL
20120216,2012,INTERNAL_CORROSION,,
20120217,2012,MECHANICAL_DAMAGE,1960,CARBON STEEL
20120218,2012,MECHANICAL_DAMAGE,2002,CARBON STEEL
20120219,2012,OTHER,1960,CARBON STEEL
20120220,2012,MECHANICAL_DAMAGE,1959,CARBON STEEL
20120221,2012,MECHANICAL_DAMAGE,,
20120222,2012,INTERNAL_CORROSION,1900,CARBON STEEL
20120223,2012,OTHER,,
20120224,2012,MECHANICAL_DAMAGE,,CARBON STEEL
20120225,2012,INTERNAL_CORROSION,,
20120226,2012,EXTERNAL_CORROSION,,
20120227,2012,INTERNAL_CORROSION,1971,CARBON STEEL
20120228,2012,EXTERNAL_CORROSION,,
20120229,2012,MECHANICAL_DAMAGE,,
20120230,2012,INTERNAL_CORROSION,,
20120231,2012,MECHANICAL_DAMAGE,,CARBON STEEL
20120232,2012,EXTERNAL_CORROSION,1974,CARBON STEEL
20120233,2012,MECHANICAL_DAMAGE,,CARBON STEEL
20120234,2012,MECHANICAL_DAMAGE,1991,CARBON STEEL
20120235,2012,OTHER,,
20120236,2012,MECHANICAL_DAMAGE,1963,MATERIAL OTHER THAN CARBON STEEL
20120237,2012,OTHER,1967,MATERIAL OTHER THAN CARBON STEEL
20120238,2012,MATERIAL_FAILURE,1961,CARBON STEEL
20120239,2012,MECHANICAL_DAMAGE,,
20120240,2012,OTHER,1968,CARBON STEEL
20120241,2012,MECHANICAL_DAMAGE,,
20120242,2012,OTHER,UNKNOWN,CARBON STEEL
20120243,2012,EXTERNAL_CORROSION,,
20120244,2012,MECHANICAL_DAMAGE,,
20120245,2012,INTERNAL_CORROSION,1978,CARBON STEEL
20120246,2012,OTHER,,
20120247,2012,MECHANICAL_DAMAGE,,
20120248,2012,MATERIAL_FAILURE,1998,CARBON STEEL
20120249,2012,MECHANICAL_DAMAGE,2009,CARBON STEEL
20120250,2012,INTERNAL_CORROSION,,
20120251,2012,MECHANICAL_DAMAGE,,
20120252,2012,MECHANICAL_DAMAGE,,
20120253,2012,MECHANICAL_DAMAGE,,
20120254,2012,MECHANICAL_DAMAGE,,
20120255,2012,MECHANICAL_DAMAGE,,
20120256,2012,INTERNAL_CORROSION,,
20120257,2012,MECHANICAL_DAMAGE,,
20120258,2012,OTHER,,
20120259,2012,OTHER,2007,CARBON STEEL
20120260,2012,OTHER,,MATERIAL OTHER THAN CARBON STEEL
20120261,2012,MECHANICAL_DAMAGE,,
20120262,2012,EXTERNAL_CORROSION,,
20120263,2012,EXTERNAL_CORROSION,2008,CARBON STEEL
20120264,2012,INTERNAL_CORROSION,,
20120265,2012,MECHANICAL_DAMAGE,2009,CARBON STEEL
20120266,2012,MECHANICAL_DAMAGE,2007,CARBON STEEL
20120267,2012,INTERNAL_CORROSION,1993,CARBON STEEL
20120268,2012,INTERNAL_CORROSION,,
20120269,2012,MATERIAL_FAILURE,1982,CARBON STEEL
20120270,2012,MATERIAL_FAILURE,1969,CARBON STEEL
20120271,2012,MECHANICAL_DAMAGE,,
20120272,2012,MATERIAL_FAILURE,2008,CARBON STEEL
20120273,2012,OTHER,1992,CARBON STEEL
20120274,2012,MECHANICAL_DAMAGE,2012,MATERIAL OTHER THAN CARBON STEEL
20120275,2012,OTHER,1958,CARBON STEEL
20120276,2012,OTHER,,
20120277,2012,MECHANICAL_DAMAGE,2006,CARBON STEEL
20120278,2012,MATERIAL_FAILURE,1968,CARBON STEEL
20120279,2012,MATERIAL_FAILURE,1968,CARBON STEEL
20120280,2012,MECHANICAL_DAMAGE,,
20120281,2012,MECHANICAL_DAMAGE,2008,MATERIAL OTHER THAN CARBON STEEL
20120282,2012,EXTERNAL_CORROSION,,
20120283,2012,MECHANICAL_DAMAGE,,
20120284,2012,MATERIAL_FAILURE,1981,CARBON STEEL
20120285,2012,MECHANICAL_DAMAGE,,
20120286,2012,MECHANICAL_DAMAGE,1941,CARBON STEEL
20120287,2012,OTHER,,CARBON STEEL
20120288,2012,MECHANICAL_DAMAGE,,
20120289,2012,OTHER,,
20120290,2012,INTERNAL_CORROSION,1976,CARBON STEEL
20120291,2012,OTHER,,
20120292,2012,EXTERNAL_CORROSION,,CARBON STEEL
20120293,2012,INTERNAL_CORROSION,1963,CARBON STEEL
20120294,2012,INTERNAL_CORROSION,1996,CARBON STEEL
20120295,2012,OTHER,,MATERIAL OTHER THAN CARBON STEEL
20120296,2012,MECHANICAL_DAMAGE,,
20120297,2012,EXTERNAL_CORROSION,,
20120298,2012,EXTERNAL_CORROSION,,
20120299,2012,EXTERNAL_CORROSION,,
20120300,2012,INTERNAL_CORROSION,1972,CARBON STEEL
20120301,2012,EXTERNAL_CORROSION,,
20120302,2012,MECHANICAL_DAMAGE,,
20120303,2012,MATERIAL_FAILURE,1998,CARBON STEEL
20120304,2012,MECHANICAL_DAMAGE,1952,MATERIAL OTHER THAN CARBON STEEL
20120305,2012,INTERNAL_CORROSION,,
20120306,2012,OTHER,,
20120307,2012,MECHANICAL_DAMAGE,,
20120308,2012,MECHANICAL_DAMAGE,,
20120309,2012,MECHANICAL_DAMAGE,,
20120310,2012,INTERNAL_CORROSION,1999,CARBON STEEL
20120311,2012,MECHANICAL_DAMAGE,1972,CARBON STEEL
20120312,2012,MECHANICAL_DAMAGE,2003,CARBON STEEL
20120313,2012,OTHER,,
20120315,2012,EXTERNAL_CORROSION,,CARBON STEEL
20120316,2012,MECHANICAL_DAMAGE,,
20120317,2012,OTHER,1963,CARBON STEEL
20120318,2012,MECHANICAL_DAMAGE,,
20120319,2012,INTERNAL_CORROSION,,CARBON STEEL
20120320,2012,MECHANICAL_DAMAGE,2005,MATERIAL OTHER THAN CARBON STEEL
20120321,2012,MECHANICAL_DAMAGE,1950,CARBON STEEL
20120322,2012,MECHANICAL_DAMAGE,,CARBON STEEL
20120323,2012,OTHER,,
20120324,2012,OTHER,1955,CARBON STEEL
20120325,2012,INTERNAL_CORROSION,1993,CARBON STEEL
20120326,2012,MECHANICAL_DAMAGE,,
20120327,2012,INTERNAL_CORROSION,2004,CARBON STEEL
20120328,2012,OTHER,,CARBON STEEL
20120329,2012,INTERNAL_CORROSION,,CARBON STEEL
20120330,2012,MECHANICAL_DAMAGE,2012,CARBON STEEL
20120331,2010,INTERNAL_CORROSION,2001,CARBON STEEL
